name,address,lat,lng,zone
Ashtanga Yoga Balvanera,Adolfo Alsina 1916,-34.6117618,-58.3935371,Caballito
Yoguialsamadhi. Núcleo de práctica de Yoga.,Caracas 1688,-34.6117216,-58.4708728,Caballito
Sankalpa Espacio . Yoga y Entrenamiento Consciente,J B Ambrosetti 580,-34.6117115,-58.4381104,Caballito
Holística Yoga & Pilates,Virrey Liniers 71 piso 5 depto F,-34.6116708,-58.41567659999999,Caballito
Ashtanga Yoga Congreso de Emilia Escaris Pazos,Adolfo Alsina 1900,-34.6115304,-58.3934007,Centro
Namasté Yoga,Gral. César Díaz 2463,-34.6113959,-58.4734759,Caballito
Yoga en Congreso,Av. Entre Ríos 166,-34.610952,-58.3916361,Centro
CORPO| YOGA y MASAJES AYURVEDICOS,Paysandú 1143 timbre 3,-34.6107476,-58.45383349999999,Caballito
OM ALLIANCE YOGA,"No se dictan clases presenciales en esta dirección, Av. Rivadavia 3000",-34.6104735,-58.40878579999999,Caballito
ESPACIO YOGA Caballito,Hidalgo 802,-34.6101019,-58.4412246,Caballito
YOGA SERENIDAD,"C1416 Cdad. Autónoma de Buenos Aires, Argentina",-34.6100457,-58.46688359999999,Caballito
Balvanera Yoga,"Av. Rivadavia 2530, ACR",-34.6100225,-58.40224079999999,Centro
Katui_Yoga,Bulnes 87,-34.6099018,-58.41853419999999,Caballito
Casa colivri,Galicia 1350,-34.6093346,-58.457427,Caballito
Vita Centro de Bienestar,"C1002AAQ HIPOLITO YRIGOYEN 434 6to J, Buenos Aires",-34.60907419999999,-58.3726455,Centro
Brillos de Yoga,Av. Boyacá 1853 Piso 4,-34.608994,-58.46928879999999,Caballito
Lo que Vibras te encuentra,Av. Díaz Vélez 3934,-34.6087123,-58.4220403,Caballito
Raiz Interior espacio de Yoga,Av. Rivadavia 1227,-34.6085442,-58.3838568,Centro
Akarma Yoga,Pujol 1249,-34.6081493,-58.4522248,Caballito
1H Yoga,parque de la mujer,-34.6081435,-58.3610884,Centro
Yoga Kali Ashtanga Vinyasa,Ayacucho 136,-34.6076537,-58.3951016,Centro
"Aditi, Registros Akáshicos",Gascón 342,-34.6076011,-58.42453809999999,Caballito
KURMA YOGA,Hidalgo,-34.6075427,-58.4414211,Caballito
BHADRAM BA,Río de Janeiro 670,-34.6074986,-58.43076250000001,Caballito
Mixtura Pilates,Dr. Nicolás Repetto 1293,-34.6074411,-58.4498548,Caballito
Gisela Sueyro Yoga,Paraná 123,-34.6074318,-58.3875922,Centro
NIDO YOGA,Av. Callao 194,-34.60695010000001,-58.39226089999999,Centro
